src/elspeth/cli.py:1287	_orchestrator_context()	HAS=aggregation,gate,sink,source,transform	MISS=coalesce,collector,queue,row_union	def _orchestrator_context( config: ElspethSettings, graph: ExecutionGraph, plugins: PluginBundle, *, db: LandscapeDB, formatter_prefix: str = "Run", output_format: Literal["console", "json", "none"] = "console", checkpoi
src/elspeth/core/config.py:2642	_reject_sensitive_plugin_env_placeholders_before_expansion()	HAS=aggregation,transform	MISS=coalesce,collector,gate,queue,row_union,sink,source	def _reject_sensitive_plugin_env_placeholders_before_expansion(raw_config: Mapping[str, object]) -> None: """Reject env placeholders in plugin options that render into artifacts. Some plugin options are user-visible pres
src/elspeth/core/config.py:2983	_fingerprint_config_for_audit()	HAS=aggregation,sink,source,transform	MISS=coalesce,collector,gate,queue,row_union	def _fingerprint_config_for_audit( config_dict: dict[str, Any], ) -> dict[str, Any]: """Fingerprint secrets in config for audit storage. Called by resolve_config() to create a copy safe for audit storage. The original co
src/elspeth/core/dag/coalesce_warnings.py:24	find_divert_nodes_in_chain()	HAS=gate,transform	MISS=aggregation,coalesce,collector,queue,row_union,sink,source	def find_divert_nodes_in_chain( graph: ExecutionGraph, start_node: NodeID, divert_nodes: set[NodeID], *, stop_nodes: frozenset[NodeID] = frozenset(), ) -> set[NodeID]: """Find DIVERT-capable processing nodes by walking b
src/elspeth/core/dag/coalesce_warnings.py:83	warn_divert_coalesce_interactions()	HAS=gate,transform	MISS=aggregation,coalesce,collector,queue,row_union,sink,source	def warn_divert_coalesce_interactions( graph: ExecutionGraph, coalesce_configs: dict[NodeID, CoalesceSettings], ) -> list[GraphValidationWarning]: """Detect DIVERT edges that feed coalesces with audit/data implications.
src/elspeth/core/dag/graph.py:319	ExecutionGraph.validate()	HAS=coalesce,gate,queue,row_union,sink,source	MISS=aggregation,collector,transform	def validate(self) -> None: """Validate the execution graph structure. Validates: 1. Graph is acyclic (no cycles) 2. One or more source nodes exist 3. At least one sink node exists 4. All nodes are reachable from at leas
src/elspeth/core/dag/guarantees.py:154	walk_effective_guarantee_vote()	HAS=gate,queue,row_union	MISS=aggregation,coalesce,collector,sink,source,transform	def walk_effective_guarantee_vote( graph: ExecutionGraph, node_id: str, cache: dict[str, EffectiveGuaranteeVote], field_cache: dict[str, frozenset[str]] | None = None, ) -> EffectiveGuaranteeVote: """Recursive implementa
src/elspeth/core/dag/guarantees.py:340	walk_definite_emitted_fields()	HAS=gate,row_union	MISS=aggregation,coalesce,collector,queue,sink,source,transform	def walk_definite_emitted_fields( graph: ExecutionGraph, node_id: str, cache: dict[str, frozenset[str]], presence_cache: dict[str, EffectiveGuaranteeVote] | None = None, ) -> frozenset[str]: """Return fields that DEFINIT
src/elspeth/core/dag/guarantees.py:559	_resolve_guaranteed_field_type_uncached()	HAS=coalesce,gate,queue,row_union,source,transform	MISS=aggregation,collector,sink	def _resolve_guaranteed_field_type_uncached( graph: ExecutionGraph, node_id: str, field_name: str, *, _visited: frozenset[str], cache: dict[tuple[str, str], ResolvedGuaranteeType | None] | None, ) -> ResolvedGuaranteeTyp
src/elspeth/core/dag/models.py:24	GraphValidationError:attr	HAS=coalesce,gate,transform	MISS=aggregation,collector,queue,row_union,sink,source	"""Raised when graph validation fails. Attributes: component_id: The node ID responsible for the error (e.g. ``'gate_1'``, ``'transform_check'``), or None for structural errors (cycles, wrong source count, etc.) where no
src/elspeth/core/dag/row_union_warnings.py:29	warn_divert_row_union_interactions()	HAS=gate,transform	MISS=aggregation,coalesce,collector,queue,row_union,sink,source	def warn_divert_row_union_interactions( graph: ExecutionGraph, row_union_configs: dict[NodeID, RowUnionSettings], ) -> list[GraphValidationWarning]: """Detect DIVERT edges in branch chains that feed a row_union. Emits on
src/elspeth/core/dag/schema_validation.py:122	validate_single_edge()	HAS=coalesce,gate,row_union,sink	MISS=aggregation,collector,queue,source,transform	def validate_single_edge( graph: ExecutionGraph, from_node_id: str, to_node_id: str, *, _schema_cache: dict[str, type[PluginSchema] | None] | None = None, _definite_emits_caches: DefiniteEmitsCaches | None = None, ) -> N
src/elspeth/core/dag/schema_validation.py:302	validate_typed_producer_guaranteed_extras()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def validate_typed_producer_guaranteed_extras(graph: ExecutionGraph) -> None: """Apply the locked-consumer guarantee check to TYPED producers too. ``validate_single_edge`` mirrors composer Rule A only on its two bypass p
src/elspeth/core/dag/schema_validation.py:39	validate_edge_compatibility()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def validate_edge_compatibility(graph: ExecutionGraph) -> None: """Validate schema compatibility for all edges in the graph. Called AFTER graph construction is complete. Validates that each edge connects compatible schem
src/elspeth/core/dag/schema_validation.py:393	validate_forgiven_field_ancestor_types()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def validate_forgiven_field_ancestor_types(graph: ExecutionGraph) -> None: """Type-check missing-arm-forgiven fields against their ancestor declarations. ``check_compatibility``'s missing arm forgives a consumer-required
src/elspeth/core/dag/schema_validation.py:517	validate_observed_producer_declared_types()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def validate_observed_producer_declared_types(graph: ExecutionGraph) -> None: """Type-check a typed consumer's required fields across observed producers. ``validate_single_edge`` abandons an edge before Phase-2 type vali
src/elspeth/core/dag/schema_validation.py:734	get_effective_producer_schema()	HAS=coalesce,gate	MISS=aggregation,collector,queue,row_union,sink,source,transform	def get_effective_producer_schema( graph: ExecutionGraph, node_id: str, _cache: dict[str, type[PluginSchema] | None] | None = None, ) -> type[PluginSchema] | None: """Get effective output schema, walking through pass-thr
src/elspeth/core/landscape/run_status_projection.py:92	AuditRunStatusProjection.count_failed_coalesce_barrier_rows()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def count_failed_coalesce_barrier_rows(self, run_id: str) -> int: """Count distinct (barrier node, source row) barriers that FAILED. ``rows_coalesce_failed`` semantics (elspeth-7294de558e): the counter is per failed *bar
src/elspeth/core/landscape/write_repository.py:218	LandscapeWriteRepository._validate_node_specs()	HAS=sink,source	MISS=aggregation,coalesce,collector,gate,queue,row_union,transform	def _validate_node_specs(node_specs: Sequence[SynthesisedNodeSpec]) -> tuple[int, ...]: if len(node_specs) == 0: raise LandscapeRecordError("record_synthesised_run requires at least one node spec") if node_specs[0].node_
src/elspeth/core/template_materialization.py:12	<module>	HAS=aggregation,transform	MISS=coalesce,collector,gate,queue,row_union,sink,source	PluginCollectionName = Literal["transforms", "aggregations"]
src/elspeth/core/template_materialization.py:15	<module>	HAS=aggregation,transform	MISS=coalesce,collector,gate,queue,row_union,sink,source	PLUGIN_OPTION_COLLECTIONS: tuple[PluginCollectionName, ...] = ("transforms", "aggregations")
src/elspeth/engine/orchestrator/cleanup.py:79	cleanup_plugins()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def cleanup_plugins( config: PipelineConfig, ctx: PluginContext, *, include_source: bool = True, pending_exc: BaseException | None, started_sources: Mapping[str, SourceProtocol] | None = None, started_transforms: Sequenc
src/elspeth/engine/orchestrator/follower.py:476	build_follower_processor()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def build_follower_processor( *, factory: RecorderFactory, run_id: str, worker_id: str, graph: ExecutionGraph, config: PipelineConfig, payload_store: PayloadStore, clock: Clock | None = None, concurrency_config: RuntimeC
src/elspeth/engine/orchestrator/graph_wiring.py:158	build_dag_traversal_context()	HAS=gate,transform	MISS=aggregation,coalesce,collector,queue,row_union,sink,source	def build_dag_traversal_context( graph: ExecutionGraph, config: PipelineConfig, config_gate_id_map: dict[GateName, NodeID], ) -> DAGTraversalContext: """Build traversal context for RowProcessor from graph + pipeline conf
src/elspeth/engine/orchestrator/landscape_registration.py:69	resolve_node_audit_metadata()	HAS=queue,row_union,sink,source,transform	MISS=aggregation,coalesce,collector,gate	def resolve_node_audit_metadata( config: PipelineConfig, graph: ExecutionGraph, *, source_id_map: Mapping[str, NodeID], transform_id_map: Mapping[int, NodeID], sink_id_map: Mapping[SinkName, NodeID], config_gate_node_ids
src/elspeth/engine/orchestrator/leader_drain.py:101	LeaderDrainCoordinator.execute_run()	HAS=sink,source	MISS=aggregation,coalesce,collector,gate,queue,row_union,transform	def execute_run( self, factory: RecorderFactory, run_id: str, config: PipelineConfig, graph: ExecutionGraph, settings: ElspethSettings | None = None, *, payload_store: PayloadStore, shutdown_event: threading.Event | None
src/elspeth/engine/orchestrator/preflight.py:595	assemble_and_validate_pipeline_config()	HAS=aggregation,gate,sink,transform	MISS=coalesce,collector,queue,row_union,source	def assemble_and_validate_pipeline_config( *, sources: Mapping[str, SourceProtocol], transforms: Sequence[WiredTransform], sinks: Mapping[str, SinkProtocol], aggregations: Mapping[str, tuple[TransformProtocol, Aggregatio
src/elspeth/engine/orchestrator/preflight.py:681	validate_value_source_compliance()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def validate_value_source_compliance( transforms: Sequence[WiredTransform], *, sources: Mapping[str, object] | None = None, ) -> None: """Reject pipelines whose plugin configs violate VALUE_SOURCES declarations. Walks ea
src/elspeth/engine/orchestrator/preflight.py:745	_plugin_value_source_findings()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def _plugin_value_source_findings( plugin: object, *, component_id: str, component_type: Literal["source", "transform"], ) -> tuple[ValueSourceFinding, ...]: """Return findings for one plugin that explicitly registered a
src/elspeth/engine/orchestrator/preflight.py:772	check_config_value_sources()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def check_config_value_sources( config: object, *, component_id: str, component_type: Literal["source", "transform"] = "transform", ) -> tuple[ValueSourceFinding, ...]: """Run one already-constructed config's ``VALUE_SOU
src/elspeth/engine/orchestrator/preflight.py:819	_check_value_source()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def _check_value_source( declaration: ValueSource, config: object, component_id: str, *, component_type: Literal["source", "transform"], ) -> ValueSourceFinding | None: """Run a single declaration against ``config``; ret
src/elspeth/engine/orchestrator/preflight.py:843	_check_catalog_membership()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def _check_catalog_membership( declaration: CatalogValueSource, config: object, component_id: str, *, component_type: Literal["source", "transform"], ) -> ValueSourceFinding | None: # ``applies_when`` predicate: catalog
src/elspeth/engine/orchestrator/preflight.py:895	_check_derived_from_sibling()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def _check_derived_from_sibling( declaration: DerivedFromSiblingValueSource, config: object, component_id: str, *, component_type: Literal["source", "transform"], ) -> ValueSourceFinding | None: field_value = _read_field
src/elspeth/engine/orchestrator/resume.py:1227	ResumeCoordinator.process_resumed_rows()	HAS=sink,source	MISS=aggregation,coalesce,collector,gate,queue,row_union,transform	def process_resumed_rows( self, factory: RecorderFactory, run_id: str, config: PipelineConfig, graph: ExecutionGraph, unprocessed_rows: Sequence[ResumedRow], barrier_restore: BarrierJournalRestoreContext | None, settings
src/elspeth/engine/orchestrator/run_context_factory.py:78	RunContextFactory.initialize_run_context()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def initialize_run_context( self, factory: RecorderFactory, run_id: str, config: PipelineConfig, graph: ExecutionGraph, settings: ElspethSettings | None, artifacts: GraphArtifacts, payload_store: PayloadStore, *, include
src/elspeth/engine/orchestrator/types.py:113	PipelineConfig.__post_init__()	HAS=gate,sink,source,transform	MISS=aggregation,coalesce,collector,queue,row_union	def __post_init__(self) -> None: from elspeth.contracts.errors import OrchestrationInvariantError if not self.sinks: raise OrchestrationInvariantError("PipelineConfig requires at least one sink") if not self.sources: rai
src/elspeth/engine/orchestrator/validation.py:102	validate_pipeline_route_targets()	HAS=gate,sink,source,transform	MISS=aggregation,coalesce,collector,queue,row_union	def validate_pipeline_route_targets( *, config: PipelineConfig, route_resolution_map: Mapping[tuple[NodeID, str], RouteDestination], transform_id_map: Mapping[int, NodeID], config_gate_id_map: Mapping[GateName, NodeID],
src/elspeth/engine/orchestrator/value_source_validation.py:31	ValueSourceFinding:attr	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	component_type: Literal["source", "transform"] = "transform"
src/elspeth/engine/orchestrator/value_source_validation.py:33	ValueSourceFinding.__post_init__()	HAS=source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,sink	def __post_init__(self) -> None: if not self.component_id: raise ValueError("ValueSourceFinding.component_id must be non-empty") if not self.field_name: raise ValueError("ValueSourceFinding.field_name must be non-empty")
src/elspeth/engine/token_traversal.py:447	TokenTraversalEngine.handle_gate_node()	HAS=coalesce,row_union	MISS=aggregation,collector,gate,queue,sink,source,transform	def handle_gate_node( self, gate: GateSettings, current_token: TokenInfo, ctx: PluginContext, node_id: NodeID, child_items: list[WorkItem], coalesce_node_id: NodeID | None, coalesce_name: CoalesceName | None, current_on_
src/elspeth/mcp/server.py:122	<module>	HAS=sink,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union,source	_TOOLS: dict[str, _ToolDef] = { "list_runs": _ToolDef( description="List pipeline runs with optional status filter", args=_ArgSpec( optional_int=(("limit", 50),), optional_int_min=(("limit", 1),), optional_str=("status",
src/elspeth/mcp/types.py:38	<module>	HAS=aggregation,coalesce,gate,queue,sink,source,transform	MISS=collector,row_union	NodeTypeValue = Literal["source", "transform", "gate", "aggregation", "coalesce", "queue", "sink"]
src/elspeth/plugins/infrastructure/config_base.py:313	<module>	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	_VALID_PLUGIN_COMPONENT_TYPES: tuple[str, ...] = ("source", "sink", "transform")
src/elspeth/plugins/infrastructure/config_base.py:318	DataPluginConfig:attr	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	"""Base class for data-processing plugin configurations. Used by sources, transforms, and sinks that handle data rows. Schema is REQUIRED to ensure auditable schema choices. Use 'schema: {mode: observed}' to infer types
src/elspeth/plugins/infrastructure/config_base.py:342	DataPluginConfig.__init_subclass__()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def __init_subclass__(cls, **kwargs: Any) -> None: super().__init_subclass__(**kwargs) # Own-namespace check only (NOT inherited): the exemption must be # re-declared per intermediate base and does not propagate to child
src/elspeth/plugins/infrastructure/config_base.py:85	PluginConfigError:attr	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	"""Raised when plugin configuration is invalid. Attributes: cause: The underlying validation message without the class-name prefix. Callers should read this instead of parsing str(exc). None only when the raise site omit
src/elspeth/plugins/infrastructure/discovery.py:270	_get_base_classes()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def _get_base_classes() -> dict[str, type]: """Get base classes for plugin discovery (deferred import).""" from elspeth.plugins.infrastructure.base import BaseSink, BaseSource, BaseTransform return { "sources": BaseSourc
src/elspeth/plugins/infrastructure/discovery.py:287	<module>	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	PLUGIN_SCAN_CONFIG: dict[str, list[str]] = { "sources": ["sources", "sources/llm"], "transforms": ["transforms", "transforms/aws", "transforms/azure", "transforms/llm", "transforms/rag"], "sinks": ["sinks"], }
src/elspeth/plugins/infrastructure/discovery.py:294	discover_all_plugins()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def discover_all_plugins() -> dict[str, list[type]]: """Discover all built-in plugins by scanning configured directories. Returns: Dict mapping plugin type to list of discovered plugin classes: { "sources": [CSVSource, J
src/elspeth/plugins/infrastructure/manager.py:68	PluginManager.register_builtin_plugins()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def register_builtin_plugins(self) -> None: """Discover and register all built-in plugins. Scans plugin directories for classes inheriting from base classes and registers them via dynamically-generated hookimpls. Call th
src/elspeth/testing/__init__.py:588	make_pipeline_config()	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	def make_pipeline_config( source: Any = None, transforms: list[Any] | None = None, sinks: dict[str, Any] | None = None, **overrides: Any, ) -> PipelineConfig: """Build PipelineConfig with sensible defaults.""" from elspe
src/elspeth/tui/types.py:145	NodeStateInfo:attr	HAS=sink,source,transform	MISS=aggregation,coalesce,collector,gate,queue,row_union	"""Node state information for detail panel display. This TypedDict uses total=False to indicate that fields are conditionally present based on context: Required fields (always present from _load_node_state): - node_id: U
src/elspeth/tui/widgets/lineage_tree.py:76	LineageTree._build_tree()	HAS=aggregation,coalesce,gate,row_union,sink,source,transform	MISS=collector,queue	def _build_tree(self) -> TreeNode: """Build tree structure from lineage data. Builds bottom-up since TreeNode is frozen (children must be known at construction time). Returns: Root TreeNode """ if self._data is None: rai
